2,1,215.52,296.64,83.74,51.63,1,-1,-1,-1
3,1,214.98,296.41,84.18,51.95,1,-1,-1,-1
4,1,215.31,295.94,84.32,52.10,1,-1,-1,-1
5,1,215.46,295.92,84.04,51.92,1,-1,-1,-1
6,1,215.21,295.85,84.08,52.01,1,-1,-1,-1
7,1,215.26,295.85,83.54,51.75,1,-1,-1,-1
8,1,215.58,295.89,83.22,51.58,1,-1,-1,-1
9,1,215.51,295.85,83.18,51.63,1,-1,-1,-1
10,1,215.73,295.74,82.71,51.43,1,-1,-1,-1
11,1,215.95,295.57,82.70,51.45,1,-1,-1,-1
12,1,216.19,295.71,82.51,51.33,1,-1,-1,-1
13,1,216.32,295.61,82.47,51.32,1,-1,-1,-1
14,1,216.57,295.51,82.68,51.46,1,-1,-1,-1
15,1,216.86,295.48,82.59,51.42,1,-1,-1,-1
16,1,216.96,295.54,82.19,51.19,1,-1,-1,-1
17,1,217.00,295.55,82.44,51.38,1,-1,-1,-1
18,1,217.17,295.62,82.49,51.35,1,-1,-1,-1
19,1,217.36,295.56,82.33,51.28,1,-1,-1,-1
20,1,217.05,295.36,82.60,51.49,1,-1,-1,-1
21,1,217.48,295.45,82.14,51.16,1,-1,-1,-1
22,1,217.20,295.21,82.47,51.38,1,-1,-1,-1
23,1,217.56,295.26,81.73,50.91,1,-1,-1,-1
24,1,218.01,295.32,81.28,50.50,1,-1,-1,-1
25,1,218.15,295.25,81.31,50.45,1,-1,-1,-1
26,1,218.32,295.20,81.28,50.43,1,-1,-1,-1
27,1,218.51,295.13,81.38,50.50,1,-1,-1,-1
28,1,218.70,295.12,81.30,50.41,1,-1,-1,-1
29,1,218.45,294.91,81.60,50.61,1,-1,-1,-1
30,1,217.98,294.68,81.81,50.84,1,-1,-1,-1
31,1,218.11,294.56,81.87,50.89,1,-1,-1,-1
32,1,217.69,294.20,82.47,51.32,1,-1,-1,-1
33,1,217.29,293.84,82.89,51.68,1,-1,-1,-1
34,1,217.03,293.60,82.80,51.71,1,-1,-1,-1
35,1,216.96,293.34,82.95,51.90,1,-1,-1,-1
36,1,217.24,293.33,82.51,51.64,1,-1,-1,-1
37,1,217.20,293.32,82.28,51.45,1,-1,-1,-1
38,1,216.53,293.01,82.58,51.64,1,-1,-1,-1
39,1,216.29,292.81,82.78,51.81,1,-1,-1,-1
40,1,216.48,292.88,82.63,51.68,1,-1,-1,-1
41,1,216.28,292.77,82.74,51.81,1,-1,-1,-1
42,1,216.07,292.75,82.67,51.81,1,-1,-1,-1
43,1,215.84,292.61,82.66,51.82,1,-1,-1,-1
44,1,215.63,292.49,82.96,52.00,1,-1,-1,-1
45,1,215.37,292.27,83.39,52.34,1,-1,-1,-1
46,1,214.99,292.27,83.22,52.36,1,-1,-1,-1
47,1,214.45,291.90,83.39,52.59,1,-1,-1,-1
48,1,214.80,291.67,83.23,52.61,1,-1,-1,-1
49,1,215.22,291.51,83.20,52.76,1,-1,-1,-1
50,1,214.84,291.18,83.49,53.05,1,-1,-1,-1
51,1,214.76,291.14,82.91,52.71,1,-1,-1,-1
52,1,214.53,291.34,82.49,52.43,1,-1,-1,-1
53,1,213.86,291.12,82.44,52.43,1,-1,-1,-1
54,1,214.02,291.02,82.07,52.30,1,-1,-1,-1
55,1,213.77,290.86,81.60,52.07,1,-1,-1,-1
56,1,213.54,290.65,81.64,52.14,1,-1,-1,-1
57,1,213.49,290.53,81.53,52.13,1,-1,-1,-1
58,1,213.23,290.24,81.79,52.35,1,-1,-1,-1
59,1,213.27,290.15,81.50,52.28,1,-1,-1,-1
60,1,212.84,289.82,81.26,52.09,1,-1,-1,-1
61,1,212.94,289.93,81.11,51.97,1,-1,-1,-1
62,1,212.82,289.55,80.82,51.75,1,-1,-1,-1
63,1,212.56,289.37,81.02,51.89,1,-1,-1,-1
64,1,212.71,289.09,81.09,51.92,1,-1,-1,-1
65,1,212.48,288.85,81.23,52.00,1,-1,-1,-1
66,1,212.17,288.44,81.43,52.15,1,-1,-1,-1
67,1,211.40,287.91,81.79,52.55,1,-1,-1,-1
68,1,211.42,287.55,81.74,52.59,1,-1,-1,-1
69,1,211.60,287.31,81.82,52.71,1,-1,-1,-1
70,1,211.65,287.05,82.04,52.91,1,-1,-1,-1
71,1,211.47,286.86,81.60,52.61,1,-1,-1,-1
72,1,211.40,287.15,81.08,52.27,1,-1,-1,-1
73,1,211.14,286.85,81.22,52.37,1,-1,-1,-1
74,1,210.57,286.28,81.82,52.80,1,-1,-1,-1
75,1,210.14,285.93,81.93,52.73,1,-1,-1,-1
76,1,210.41,285.76,81.49,52.31,1,-1,-1,-1
77,1,210.33,285.43,81.60,52.36,1,-1,-1,-1
78,1,209.96,285.18,81.90,52.54,1,-1,-1,-1
79,1,209.64,284.70,82.33,52.79,1,-1,-1,-1
80,1,209.41,284.55,82.22,52.71,1,-1,-1,-1
81,1,208.80,284.20,82.56,52.91,1,-1,-1,-1
82,1,208.11,283.79,82.87,53.09,1,-1,-1,-1
83,1,207.79,283.55,82.94,53.10,1,-1,-1,-1
84,1,207.40,283.42,83.03,53.30,1,-1,-1,-1
85,1,206.51,282.90,83.52,53.73,1,-1,-1,-1
86,1,206.02,282.60,83.47,53.90,1,-1,-1,-1
87,1,205.85,282.43,83.29,53.95,1,-1,-1,-1
88,1,205.97,282.26,82.88,53.78,1,-1,-1,-1
89,1,206.13,282.33,82.28,53.41,1,-1,-1,-1
90,1,205.70,281.86,82.49,53.64,1,-1,-1,-1
91,1,204.63,281.63,82.82,53.95,1,-1,-1,-1
92,1,204.36,281.45,82.73,53.94,1,-1,-1,-1
93,1,204.36,281.35,82.42,53.71,1,-1,-1,-1
94,1,203.97,281.25,82.00,53.44,1,-1,-1,-1
95,1,203.21,281.18,82.28,53.61,1,-1,-1,-1
96,1,204.75,281.64,80.69,52.52,1,-1,-1,-1
97,1,204.98,281.92,80.16,52.11,1,-1,-1,-1
98,1,204.31,281.80,80.31,52.18,1,-1,-1,-1
99,1,203.98,281.72,80.35,52.20,1,-1,-1,-1
100,1,203.67,281.70,80.37,52.08,1,-1,-1,-1
101,1,203.29,281.56,80.51,52.01,1,-1,-1,-1
102,1,202.78,281.12,80.92,52.17,1,-1,-1,-1
103,1,202.13,280.95,81.24,52.30,1,-1,-1,-1
104,1,201.73,280.68,81.54,52.35,1,-1,-1,-1
105,1,201.79,280.60,81.67,52.33,1,-1,-1,-1
106,1,201.47,280.76,81.50,52.16,1,-1,-1,-1
107,1,200.89,280.52,81.60,52.18,1,-1,-1,-1
108,1,201.20,280.89,80.94,51.78,1,-1,-1,-1
109,1,200.95,280.67,81.20,51.90,1,-1,-1,-1
110,1,200.73,280.67,81.10,51.69,1,-1,-1,-1
111,1,200.28,280.52,81.44,51.78,1,-1,-1,-1
112,1,199.75,280.00,81.89,52.05,1,-1,-1,-1
113,1,199.33,279.86,81.95,52.07,1,-1,-1,-1
